Link,Script
http://www.aellea.com/emruf3/toyshop.html,"



The Magic Toyshop


The Magic Toyshop
 
1. 	Exterior. A London square. Night.

   	But a shabby square. Wet and misty, creating a halo 
	around a street lamp - an old-fashioned, gas one, the 
	period is circa 1954/5. The mist partially obscures 
	the surroundings. Out of the mist emerges a man, 
	gaunt, raw-boned, in a soiled trenchcoat open over a 
	shabby, ill-fitting suit. His five o'clock shadow is 
	just showing. His thoughts are worlds away from his 
	surroundings. His age is indeterminate, anything from 
	mid-twenties to mid-forties.
   
	He is heading towards the row of shops on one side of 
	the square: fog hides the square itself but the 
	outlines of one or two trees are visible - the 
	diffused light from the street lamp illuminates some 
	leaves.
   
	The shops comprise a greengrocer's - as FRANCIE 
	approaches, a woman in a blue overall reaches out and 
	pulls down a blind, hiding the piled fruit; and a 
	butcher - closed, nothing in the window but 
	greaseproof paper"
http://www.dailyscript.com/scripts/Pet-Sematary.html,"


""PET SEMATARY"" by Stephen King









			""PET SEMATARY""

			      by

			 Stephen King






FADE IN ON

that most persistent summer SOUND: crickets in high grass--
ree-ree-ree-ree... This in dark which slowly

						DISSOLVES TO:

EXT.  A GRAVE MARKER  SUMMER DAY

It's a plywood cross leaning aslant. Written on the crossarm in 
black paint which has faded: SMUCKY  HE WAS OBEDIENT. The letters 
are faded. They are also straggling and ill-formed--the work of a 
child.

MAIN TITLES BEGIN.

EXT.  ANOTHER GRAVE MARKER

A child's printing again, this time on a chunk of warped crating: 
BIFFER BIFFER A HELLUVA SNIFFER UNTIL HE DIED HE MADE US RICHER  
1971-1974.

MAIN TITLES CONTINUE

EXT.  TWO MARKERS

I think all these shots are LAP DISSOLVES. All is silence but for 
the crickets and the wind stirring the grass. Around the markers 
themselves, the grass has been clipped short, and by some markers 
there are flowers in cheap vases. Crisco"
http://www.moviescriptsandscreenplays.com/johncusack/scripts/sayanything.txt,"Say Anything

Transcribed by Judith Allen


CREDITS ROLL


COREY
I don't feel anything.

DC
Come on, it's graduation.

COREY
Did you see what Mr Carroll wrote in my yearbook?  Well, he 
ridiculed me all year long, and then he writes, ""You're a real 
live-wire, Love Mr Carroll.""  Y'know, it's all so phoney.

EXT. SEATTLE - DAY

DC
He wants to leave things on a good note.

COREY
Well, where Mr Carroll uses the word 'love', I look for a new 
word.

INT. COREY'S ROOM - DAY

LLOYD DOBLER, COREY FLOOD AND DC are talking together.

DC
Lloyd, she's being difficult.

LLOYD
I'm going to take out Diane Court again.

COREY
That's unlikely.

LLOYD
The movies are a good second date, you know, as a date?

COREY
But you never had a first date.

LLOYD
Yes I did- I sat across from her in a mall.  We ate together.  We 
ate, that's eating, sharing an important physical event.

COREY
That's not even a scam.

LLOYD
What's a scam?

COREY
Going out as friends.

DC
No it's not.  A scam is lusting.

LLOYD & COR"
http://www.dailyscript.com/scripts/True%20Believer.txt,"                                     ""TRUE BELIEVER""

                                      Screenplay by

                                      Wesley Strick

                                      SHOOTING DRAFT

                

               EXT. OSSINING CORRECTIONAL FACILITY - EARLY MORNING

               Mist shrouds the prison.

               C.U. - EYES

               Closed. Then the lids fly wide open.

               INT. CELL

               An ASIAN MAN sits up on his cot, coming out of sleep with a 
               gasp. SHU KAI KIM is in his late 20s. With a muscled torso 
               and shaved head meant to inspire fear. And to hide it.

               INT. CELLBLOCK - LATER

               The electrified doors slide OPEN. Shu steps out of his cell. 
               ORTEGA -- a rugged young Chicano -- steps out of a nearby 
               cell. The two cons trade small nods.

               INT. CORRIDOR

               The CONS walk in single file. Ortega is be"
http://www.dailyscript.com/scripts/ford-fairlane_early.html,"

""The Adventures of Ford Fairlane,"" early draft, by Daniel Waters
















                           FORD FAIRLANE  


                         Screenplay by Dan Waters


                         Story by Jay Cappe
                                     &
                                  Dave Arnott


                         Based on a character
                         Created by Rex Weiner









    A Silver Pictures Production                       May 1,1989













        [NOTE:  THE HARD COPY OF THIS SCRIPT CONTAINED SCENE
        NUMBERS.  THESE HAVE NOT BEEN RETAINED FOR THIS SOFT
        (TEXT) COPY.]













        EXT. ENIGMATIC BODY OF WATER - SUNSET

        The VIEWER'S VIEWPOINT breathlessly GLIDES OVER a body
        of water.

        INT. HELICOPTER DRESSING ROOM

        BOBBY VOMIT charges through what seems to be a typically-
        deliciously-trashed dressing room, barking into a phone
        headgear apparatus.  His wire rim glasses amu"
http://www.dailyscript.com/scripts/goodfellas.html,"GOOD FELLAS by Nicholas Pileggi and Martin Scorcese












                                    GOOD FELLAS

                                by Nicholas Pileggi
                                        and
                                  Martin Scorcese

                            Based on the book Wiseguys
                                        by
                                  Nicholas Pileggi

















                                                       Shooting Draft
                                                       January 3, 1989
                                                       Revised 1/12/89






               FADE IN:

               JUNE 11, 1970S  QUEENS, NEW YORK. THE SUITE - NIGHT

               A smoky, overdecorated cocktail lounge and nightclub on 
               Queens Boulevard. Sergio Franchi is in full voice on the 
               jukebox.  It is after midnight.  It has bean a long "
http://www.scifiscripts.com/scripts/t2.txt,"			  ""TERMINATOR 2: JUDGMENT DAY""

				 a Screenplay

				      by

				 James Cameron

				      and

				 William Wisher

	Revised final shooting script

----------------------------------------------------------------------------

1	EXT. CITY STREET - DAY

	Downtown L.A.  Noon on a hot summer day.  On an EXTREME LONG LENS the
	lunchtime crowd stacks up into a wall of humanity.  In SLOW MOTION
	they move in herds among the glittering rows of cars jammed bumper to
	bumper.  Heat ripples distort the torrent of faces.  The image is
	surreal, dreamy... and like a dream it begins very slowly to

						DISSOLVE TO:

2	EXT. CITY RUINS - NIGHT

	Same spot as the last shot, but now it is a landscape in Hell.  The
	cars are stopped in rusted rows, still bumper to bumper.  The
	skyline of buildings beyond has been shattered by some
	unimaginable force like a row of kicked-down sandcastles.
	Wind blows through the desolation, keening with the sound of ten
	millio"
http://www.dailyscript.com/scripts/buffy_the_vampire_slayer.html,"

Buffy the Vampire Slayer script by Joss Whedon
















                               Buffy, the Vampire Slayer

                                           by

                                      Joss Whedon 


             FADE IN:

             EXT. MEDIEVAL VILLAGE - JUST BEFORE SUNSET

             We see an Italian village at the height of the plague.  Funeral 
             processions, decrepit houses with their windows boarded up...  
             the stench of death all around.

             TITLE:  EUROPE. THE DARK AGES

             Through the filth a KNIGHT walks his horse.  He is weary but 
             not so dingy as his surrounding; a stranger in these parts.  
             He comes to an inn, where a boy takes his horse round back.  
             He enters the inn.

             INT. INN - SAME TIME

             The inn is dark and almost empty.  A couple of patrons drink 
             silently at tables.  Behind the bar stands a "
http://www.dailyscript.com/scripts/hero1.html,"

""Hero,"" by David Webb Peoples




                                                FOURTH DRAFT
                                                AUGUST 30, 1991
                                                9/10/91 BLUE
                                                10/1/91 PINK
                                                10/14/91 YELLOW
                                                10/25/91 GREEN
                                                10/31/91 GOLDENROD
                                                *11/7/91 BUFF







                               H E R O

                           a screenplay by

                          David Webb Peoples

                            from a story by

             Laura Ziskin & Alvin Sargent and David Peoples






















     Please note the following changes:

     A.)  INSPECTOR JENSEN
          (previously changed to
          INSPECTOR BENSON on revised BLUE page 94)
          has been changed to
          INSP"
http://www.scifiscripts.com/msol/Knight_m.txt,"

                                KNIGHT MOVES
                                     by
                                 Brad Mirman

                        PROPERTY OF KNIGHT MOVES PRODUCTIONS

                                            (third draft)

  ________________________________________________________________________


                                                        1

     FADE IN:
     
     
     INT.  AUDITORIUM - 1972 - DAY
     
     TWO BOYS sit on opposite sides of a chessboard.  One is NINE,
     the other FOURTEEN.  The room is SILENT, the tension between
     the two young players severe.  All the ADULT PLAYERS that have
     been eliminated from this match by the two boys stand around
     watching.  On the wall is a BANNER that reads:  1972 WASHINGTON
     STATE TOURNAMENT.
     
     The FOURTEEN year old moves and hits his TIMER.  Frustration
     fills the NINE year old's face.  He moves.  The FOURTEEN year
     old moves and calls CHECK.  The NINE yea"
http://www.dailyscript.com/scripts/last-of-the-mohicans-script.html,"

The Last Of The Mohicans by  Michael Mann and Christopher Crowe

















                                 THE LAST OF THE MOHICANS

                                      Screenplay by

                            Michael Mann and Christopher Crowe

                      Adaption by John L. Balderston and Paul Perez
                                    and Daniel Moore

                       Based on the novel by James Fenimore Cooper

                    Also based on the 1936 screenplay by Philip Dunne



























               FADE IN:

               The screen is a microcosm of leaf, crystal drops of 
               precipitation, a stone, emerald green moss. It's a landscape 
               in miniature. We HEAR the forest. Some distant birds. Their 
               sound seems to reverberate as if in a cavern. A piece of 
               sunlight refracts within the drops of water, paints a patch "
http://www.dailyscript.com/scripts/Twin+Peaks+-+Fire+Walk+With+Me.txt,"                                       ""TWIN PEAKS""

                                    FIRE WALK WITH ME

                   Teresa Banks and the Last Seven Days of Laura Palmer

                                      Screenplay by

                                David Lynch and Bob Engels

                                 Lynch/Frost Productions

                                      SHOOTING DRAFT

                

               FADE IN:

               EXT. WIND RIVER, WASHINGTON - DAY

               On screen it reads:

                                    ""1988, WIND RIVER,

                                 DEER MEADOW, WASHINGTON""

               TERESA BANKS' body wrapped in plastic floating through Hells 
               Canyon, drifting along in Wind River.

               On screen it reads:

                                      ""TERESA BANKS""

                                                                  FADE OUT:

               FADE IN:

               EXT. FBI OFF"
http://www.awesomefilm.com/script/arcticblue.txt,"ARCTIC BLUE
by Ross LaManna

FADE IN:

1	EXT.  BOREAL FOREST - ALASKA - (AERIAL SHOT) - DAY

Flying.  Not at the intangible height of a jet, but at
spitting distance from the treetops.  We're in central
Alaska, the Big Lonely, just north of the Arctic Circle.

A thick forest follows the contours of mountain foothills
like a deep-pile carpet.  Up at treeline the forest thins to
tundra, a grassy scruff turning red and yellow with the
coming of autumn.

On the horizon, the hills rise to meet the Endicott
Mountains, a great fortress wall of granite so sharp and
jagged that snow cannot stick to its face.  This is how all
North America once looked -- raw, indomitable.

Then, abruptly coming into the SCENE is a colossal etching
across the landscape too deliberate to be of natural origin.
Bisecting this country like a metallic ribbon -- or a scar,
depending on your point of view -- is the 800-mile-long
Trans-Alaskan Pipeline.

Even the immensity of the pipeline is rendered insignificant
by the"
http://www.dailyscript.com/scripts/cliffhanger_stallone.html,"

""Cliffhanger,"" shooting draft, by Sylvester Stallone















                           CLIFFHANGER

                          screenplay by

                          Michael France
                           Terry Hayes
                        Sylvester Stallone









                                       Shooting draft 3/30/92
















     [NOTE: THE HARD COPY OF THIS SCRIPT CONTAINED SCENE
     NUMBERS.  THESE HAVE BEEN OMITTED FOR THIS SOFT COPY.]

















     EXT.  MOUNTAIN RANGE - HELICOPTER POV - DAY

     We are flying, soaring, wheeling, diving through a range of
     magnificent mountains.  They are the Colorado Rockies and,
     right now, in early spring, it's one of the finest sights on
     earth: The lush greenery of the valleys gives way to cliffs of
     sheer rock and towering peaks crowned by snow.

     As the CREDITS ROLL, we wheel past a mountain wall and realize
     this is the POV from


     A HELICOPTER

     as it soars up to c"
http://www.dailyscript.com/scripts/Kalifornia.txt,"                                       ""KALIFORNIA""

                                      Screenplay by

                                       Tim Metcalfe

                                   Based on a story by

                              Stephen Levy and Tim Metcalfe

                                      SHOOTING DRAFT

                

               EXT. - NIGHT

               It's raining like hell. Flashes of lightning reveal momentary 
               glimpses of a decayed urban/industrial landscape. Far below 
               us, a mysterious glistening wet rock lies engulfed in the 
               drowning earth. We descend toward the rock. Sporadic flashes 
               of lightning distort our perspective of the stone. It looks 
               strangely beautiful, like a diamond stuck in the dark mud... 
               Closer... Closer...

               Suddenly, STRONG MALE HANDS cut across the frame and wrench 
               it free from its muddy grave. Even clo"
http://www.dailyscript.com/scripts/nightmare-b4-xmas_early.html,"

""The Nightmare Before Christmas"", early draft, by Caroline Thompson













                        THE NIGHTMARE BEFORE CHRISTMAS




                                   Story
                                     by
                                 Tim Burton
                              Michael McDowell
                             Caroline Thompson

                                   Lyrics
                                     by
                                Danny Elfman

                                 Screenplay
                                     by
                             Caroline Thompson










                                                         First Draft
                                                       August 5, 1991










     FADE IN:



     PROLOGUE

     CLOSE ON:

     AN OLD-FASHIONED CALENDAR,

     the kind that used to hang in offices in the forties.  Each day
     is a tear-off page.  The dates are printed in bold black
     let"
http://www.dailyscript.com/scripts/Frankenstein+(1994).txt,"                                      ""FRANKENSTEIN""

                                      Screenplay by

                              Steph Lady and Frank Darabont

                                    From the novel by

                                     Mary W. Shelley

                                    2ND REVISED DRAFT

                                     February 8, 1993

                

               TITLES UNFOLD IN BLACKNESS as we are lulled by the distant 
               flute-like sounds of a recorder. Overall the effect is 
               mournful and haunting, elegant and serene...

               ...and we CRASH TO:

               EXT - BARENTS SEA - NIGHT

               ...a storm of inconceivable force and violence. Merciless 
               arctic winds whip the sea in a frenzy of thirty-foot swells.

               This is the last place in God's creation that any human being 
               should be. And yet...

               ...the prow of a three-maste"
http://www.scifiscripts.com/msol/LEON.txt,"

     LEON
     aka The Professional

     Version 1 Script

     from an original idea by Luc Besson

     Notes:
     The beginning is identical to the movie, so we considered 
     useless reporting it here.  It's from Mathilda's first rifle 
     training scene that the original script is totally different 
     from the movie. This version is much more violent and the 
     affective relation between Leon and Mathilda shows no more 
     ambiguities. In this version, Mathilda was to be aged 13 or 
     14

     ** * * * * * * * * *

     Leon and Mathilda arrive on the roof of a building which 
     faces Central Park. They get close to a wall and maintain this 
     position. Sunlight floods the park.

                               LEON(concentrated)
               Firstly, you look. For more than one 
               minute. Because there are alarm systems 
               with one minute period.  Therefore, you 
               wait and look.  Alarms firstly, the sky 
          "
http://www.scifiscripts.com/msol/my_girl_2.html,"
My Girl


                               My Girl 2 

                             By Janet Kovalcik



       SETTING:  MADISON, PENNYSYLVANIA 1974


       CLOSE-UP OF VADA SULTENFUSS' FACE

                                   VADA
              I remember before I was born, wounded up like 
              a fur ball in the highly overrated fetal 
              position, luckily I'm not claustrophobic, but 
              on rainy days I still feel a tightness in my 
              left shoulder. So now that my stepmother's 
              pregnant, I understand what the baby's going 
              through, and I'm not jealous at all, really, 
              not at all.

       VIEW OF THE SULTENFUSS' DINING ROOM TABLE. VADA, HARRY AND 
       SHELLY ARE SEATED. SHELLY IS VERY PREGNANT

                                   HARRY
              Hey you're not eating your meatloaf.

                                   SHELLY
              If I eat it I'll throw up.
"
http://www.awesomefilm.com/script/onlyyou.html,"
Only You




                             Only You
                                 
                            Screenplay
                                 
                                by
                                 
                            Diane Drake
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                            
                                 
SUPER: 1968

On a darkened living room, a huge summer moon spilling silver
through a window.

We move slowly across the mantelpiece where a pair of candles
glow, illuminating family photos.  Weddings two, maybe three
generations back "
http://www.awesomefilm.com/script/manhunt.html,"Manhunt script






MANHUNT


written by

Brendan Broderick
and
Rob Kerchner













							Property of:
							CONCORDE/NEW HORIZONS
							11600 San Vicente Blvd.
							Los Angeles, CA 90049
							(310)820-6733

Third Draft
11/29/93
EXT COASTAL ROAD - NIGHT

OPEN on a highway road in a remote coastal town.  We see CAR HEADLIGHTS 
approach,
and we see it's a CONVERTIBLE with the top down, an old 60's sportscar, beat-up but
cool.  

The driver is JIM TRUDELL; he winds his way down the road.
He's in good shape, and carries the look of a man who has seen and done much in his
32 years.  

The road is desolate, except for a lone ROADHOUSE BAR up in the distance.  Jim sees
it and heads toward it - 

										CUT TO
EXT ROADHOUSE BAR - NIGHT

As Jim approaches it we see the lot littered with bikers and Harleys - regulars.

Jim slows down and pulls up into the driveway - 

We see two large men, LURCH and WEENER, stagger out the front door.  They are very
drunk and looking for trouble"
http://www.awesomefilm.com/script/bomc.txt,Script removed
http://www.dailyscript.com/scripts/Panther.txt,"                                        ""PANTHER""

                                      Screenplay by

                                    Melvin Van Peebles

                                           1995

                

               BLACKOUT

               The SCREEN stands BLACK, like a chalkboard... or a grave.

               A SOUND builds, like a RADIO surfing channels. Snippets of 
               SONGS -- Joan Baez' ""Blowin' in the Wind,"" James Brown's ""I 
               Feel Good."" The music of a different time.

               FOOTAGE

               IMAGES hit the screen: ROSA PARKS, Peace Demonstrators 
               stuffing FLOWERS in the barrels of National Guard rifles. 
               Protesters in Birmingham, rallies on the White House Lawn.

               Mixed in with the MUSIC comes NEWS BITES -- quick catchwords 
               of 60's turmoil -- ""More troops to Vietnam,"" ""Bus Boycott,"" 
               ""Sit ins,"" ""Draft Dodgers,"" ""Malcolm X speaking.""

 "
http://www.awesomefilm.com/script/smoke.txt,"Smoke


1.	EXT:  DAY.  ELEVATED SUBWAY TRAIN
 
	Against the backdrop of the Manhattan skyline, we see an elevated
	subway train heading toward Brooklyn.
 
	After a moment, we begin to hear voices. An animated discussion is
	taking place inside the Brooklyn Cigar Company.
 
2. 	INT:  DAY.  THE BROOKLYN CIGAR CO.
 
	The cigar shop from within. Displays of cigar boxes, a wall of
	magazines, piles of newspapers. cigarettes, smoking paraphernalia. On
	the walls, we see framed black-and-white photographs of people smoking
	cigars: Groucho Marx, George Burns, Clint Eastwood, Edward G. Robinson,
	Orson Welles, Charles Laughton, Frankenstein's monster, Leslie Caron,
	Ernie Kovacs.
 
	Words appear on the screen: ""SUMMER 1990.""
 
	AUGGIE WREN is behind the counter. Somewhere between forty and fifty
	years old, AUGGIE is a scruffy presence: unkempt hair, a two-day
	stubble of beard, dressed in blue jeans and a black T-shirt. We see an
	intricate tattoo on one arm.
 
	It is a slow hour. AUGGIE is f"
http://www.dailyscript.com/scripts/Lost+Highway.txt,"                                      ""LOST HIGHWAY""

                                      Screenplay by

                                       David Lynch

                                       21 June 1995

                

               AS CREDITS ROLL

               EXT. TWO-LANE HIGHWAY - NIGHT

               We see a clean moving POV illuminated by headlights. We're 
               floating down an old two-lane highway through a desolate, 
               desert landscape. This gliding, eerie POV continues as credits 
               roll. When the credits end, the headlights seem to dim and 
               soon we're moving through BLACKNESS.

                                                                  FADE OUT:

               FADE IN:

               INT. THE MADISON HOUSE - BEDROOM - DAY

               In the blackness, a man, FRED, is sitting on a bed smoking a 
               cigarette. We see his back, but with each glow of the 
               cigarette ash, we"
http://www.awesomefilm.com/script/romeo+juliet.txt,"
                    WILLIAM SHAKESPEARE'S

                       ROMEO & JULIET

   ADAPTED FOR THE SCREEN BY CRAIG PEARCE AND BAZ LUHRMANN


























                                       FINAL SHOOTING SCRIPT

                                             October 6, 1995




EXT.  HIGHWAY.  AFTERNOON.

A ribbon of freeway stretching into a blue and pink late
afternoon sky. A huge dark sedan, windows tinted gold,
headlights blazing, powers directly for us.

CUT TO: A heavy, low-slung, pickup truck traveling toward
the sedan.

WIDE SHOT: Sky, freeway, the cars closing.

TIGHT ON: The sedan.

TIGHT ON: The pickup.

Like thunderous, jousting opponents, the cars pass in a
deafening cacophony of noise.

INT.  TRUCK.  AFTERNOON.

TIGHT ON: The fat face of GREGORY, yelling at the
disappearing sedan.

                         GREGORY
            A dog of the house of Capulet moves
            me!

He and the pimply-faced front-seat passenger, SAMPSON,
explode with laughter.
"
http://www.dailyscript.com/scripts/Scream.txt,"                                         ""SCREAM""

                                            by

                                     Kevin Williamson

                                      July 31, 1995

                

               FADE IN:

               ON A RINGING TELEPHONE.

               A hand reaches for it, bringing the receiver up to the face 
               of CASEY BECKER, a young girl, no more than sixteen. A 
               friendly face with innocent eyes.

                                     CASEY
                         Hello.

                                     MAN'S VOICE
                              (from phone)
                         Hello.

               Silence.

                                     CASEY
                         Yes.

                                     MAN
                         Who is this?

                                     CASEY
                         Who are you trying to reach?

                                   "
http://www.scifiscripts.com/scripts/Trek/Star_Trek_VIII.htm,"
Star Trek : The Movie Scripts - Star Trek - First Contact - EXCLUSIVE !!!


                                        Star Trek VIII
                                        First Contact




                                            Story by
                                  Rick Berman & Brannon Braga 
                                       & Ronald D. Moore

                                          Screenplay by
                                Brannon Braga & Ronald D. Moore


                                                                        First Draft

                                                                 September 29, 1995





               1   A BLACK VOID                                                   1

                   We can hear movement. Strange skittering sounds, like
                   razor-claws on metal... the hiss of pneumatic hoses...
                   the whirr and click of servos... liquid gurgling... an
      "
http://www.dailyscript.com/scripts/conspiracy-theory.html,"

""Conspiracy Theory,"" by Brian Helgeland















                        CONSPIRACY THEORY



                    an original screenplay by

                         Brian Helgeland











                                            September 12, 1996















        FADE IN:

        INT. MANHATTAN STREETS - CAB - DAY

        Behind the wheel:  JERRY FLETCHER.  Flat-out handsome if
        not for his eyes.  Someone rash, someone making an
        uninformed decision might call them crazy eyes.  He stops
        across from an apartment building, TOOTS his HORN.


        IN DOORWAY

        A woman and a man, a CYNIC, appear.  Jerry smiles as they
        kiss goodnight.  A bit of desperate passion.  She watches
        after him as he gets in the cab.

                                CYNIC
                  Luxembourg Towers on 7th.


        INT. CAB

        Jerry nods, rolls out.  The Cynic watches the door to
        1257 close, then sighs.  Jerry looks at hi"
http://www.dailyscript.com/scripts/mimic_production.html,"

""Mimic"", production draft, revised by Matt Greenberg & Guillermo del Toro










                            M i M i C

                            a revision
                                by

                          Matt Greenberg
                               and
                        Guillermo del Toro




                                                     June 19th 1996







     NOTE: THE HARD COPY OF THIS SCRIPT CONTAINED SCENE NUMBERS.
     THEY HAVE BEEN REMOVED FOR THIS SOFT COPY.




                                                           FADE IN:

     THE SCREEN

     Stygean darkness.

     Wet CLICKING SOUNDS. A BEAM of purplish ULTRA-VIOLET LIGHT
     reveals a mosaic of moving forms... COCKROACHES. They skitter
     restlessly under the beam's intensity. SERIES OF SHOTS -- the
     UV Beam passing over various parts of the space. Pipe webs,
     walls, girders -- all covered with the insects. Thousands of
     them.

     PULL BACK TO REVEAL

     INT"
http://www.scifiscripts.com/scripts/spaceJacked.txt,"

Spacejacked (1997)

                                                   Directed by 
                                                   Jeremiah Cullinane
                                                                   
                                                    

                                                   Writing credits 
                                                   Brendan Broderick
                                                                  
                                                   Daniella Purcell
                                                                  
                                                    
                                                   Genre: Action / Sci-Fi 
                Tagline: The cruise of the millenium just changed course.
                                        
                                       Cast overview: 
                                       Corbin Bernsen
           "
http://www.awesomefilm.com/script/suburbia.html,"Suburbia
SUBURBIA






Screenplay by 			Eric Bogosian

Produced by 			Anne Walker-McBay

Directed by 			Richard Linklater



Cast List: 

Giovanni Ribisi			Jeff
Steve Zahn			Buff
Amie Carey			Sooze
John Cherico			Channel Presenter
Samia Shoaib			Pakeesa
Ajay Naidu			Nazeer
Nicky Katt			Tim
Jayce Bartok			Pony
Parker Posey			Erica
Dina Spybey			Bee-Bee








EXT. ESTABLISHING - BURNFIELD - DAY

Over the various images of Burnfield's strip malls and fast food 
joints we hear GENE PITNEY singing.

GENE PITNEY (V.O.)
(singing)
""When your young and so in love as we 
and bewildered by the world we see
why do people hurt us so
Only those in love know
What a town without pity can do
If we stop to gave upon a star
people talk about how bad we are
ours is not an easy age
we're like tigers in a cage
What a town without pity can do""


INT. JEFF'S ROOM - GARAGE - DAY

JEFF is talking on the telephone inside of his tent which is has 
set up in his parents garage. 

JEFF
(into telephone)
Buff? Yea"
http://www.dailyscript.com/scripts/Titanic.txt,"                                        ""TITANIC""

                                      Screenplay by

                                      James Cameron

                

               BLACKNESS

               Then two faint lights appear, close together... growing 
               brighter. They resolve into two DEEP SUBMERSIBLES, free-
               falling toward us like express elevators.

               One is ahead of the other, and passes close enough to FILL 
               FRAME, looking like a spacecraft blazing with lights, 
               bristling with insectile manipulators.

               TILTING DOWN to follow it as it descends away into the 
               limitless blackness below. Soon they are fireflies, then 
               stars. Then gone.

                                                                    CUT TO:

               EXT. / INT. MIR ONE / NORTH ATLANTIC DEEP

               PUSHING IN on one of the falling submersibles, called MIR 
          "
http://www.awesomefilm.com/script/tomorrowneverdies.txt,"BOND 18

Screenplay

by

Bruce Feirstein

(for educational purposes only)


FADE IN ON:

EXT. DESOLATE MOUNTAIN RANGE - HIGH ANGLE - DAWN

Super: THE KHYBER PASS, AFGHANISTAN

We're looking down at what used to be called ""The End of the Known
World."" A landscape that is both beautiful, and forbidding.

In the center of this vista, there is a deep ravine.

Pushing in on the ravine, there appears to be a giant icicle hanging
over a cliff:

AN ICE FALL. A 600 foot waterfall whose face is frozen solid.

Pushing in still closer, there is a tiny black dot inching its way up
the ice. A human figure. This is:

JAMES BOND, BRITISH SECRET SERVICE AGENT, 007.

Bond is sweating and straining, four hundred feet in the air. He has
an ice-pick tethered to each hand, ice-cleats on his boots. A black
backpack. As he climbs, spider-like, pulling himself up, he goes to
JAM A CLEAT into the ice, but -

CRACK! A 50 foot stiletto of ice breaks off, CRASHING onto the rocks
below. Regaining his foothold, Bond"
http://www.dailyscript.com/scripts/beingjohnmalkovich.html,"

Being John Malkovich script by Charlie Kaufman

















			 BEING JOHN MALKOVICH

		   A Screenplay by Charlie Kaufman



	INT. CHEERLESS ROOM - DAY

	The room is bare, dusty. A ceiling fan turns. The 
	wall clock ticks. Craig, 30 years old and small, sits at
	a collapsible card table. The only item on the table is a
	book. Craig picks it up, looks at the jacket. It's entitled
	""Sit."" Craig opens the book. It reads: ""sit sit sit sit
	sit..."" over and over, page after page. Craig closes the
	book. He begins to stand, but thinks better of it, sighs.
	He looks at the book again. It is now entitled ""Die.""  He
	opens it up.  ""die die die die die...""  A rooster crows.


									CUT TO:


	INT. CRAIG AND LOTTE'S BEDROOM - MORNING

	Craig jolts awake. A rooster stands on Craig's chest,
	crowing. Lotte, also 30, in the middle of dressing for 
	work, hurries in and pulls the bird from Craig's chest.


				 LOTTE
		    Sorry, hon. I didn't know Orrin
		"
http://www.dailyscript.com/scripts/RKO218.html,"

RKO 281 - by John Logan

	


	RKO 281
	
	by
	John Logan
	
	Ridley Scott
	Scott-Free Productions
	
	May 1,1997
	
	Setting
	Primarily Hollywood and San Simeon, 1940-1941
	
	Featured Characters
	
	ORSON WELLES: Boy Genius
	Age at opening of the story, January 1940: 24.
	
	WILLIAM RANDOLPH HEARST: Press Baron
	Age at opening of the story, January 1940: 76
	
	MARION DAVIES: Hearst's Mistress
	Age at opening of the story, January 1940: 43
	
	HERMAN MANKIEWICZ (""MANK"") : Writer
	Age at opening of the story, January 1940: 43
	
	GEORGE SCHAEFER: RKO Studio Head, 50's
	LOUELLA PARSONS: Hearst Gossip Columnist, 60's
	LOUIS B. MAYER: Head of MGM, 50's.
	HEDDA HOPPER: Louella's Rival, 50's.
	
	
	
	Also
	
	Gregg Toland: KANE Director of Photography
	Joe Willicombe: Hearst Assistant
	Carole Lombard: Movie star
	David 0. Selznick: Independent Producer
	Rita Hayworth: Movie star
	Jack Warner: Head of Warner Brothers
	Walt Disney: Head of Disney
	Sam Goldw"
http://www.moviescriptsandscreenplays.com/BenandMatt/savingprivateryan.txt,"						  ""SAVING PRIVATE RYAN""
		By : Robert Roday
				(Early Draft)
			Typed for the Internet By:

	DAVID PRITCHETT SCREENWRYTER@HOTMAIL.COM

	FADE IN:

	CREDITS:  White lettering over a back background.  The 
	THUNDEROUS SOUNDS OF A MASSIVE NAVAL BARRAGE are heard.  The 
	power is astonishing.  It roars through the body, blows back 
	the hair and rattles the ears.

	FADE IN:

	EXT. OMAHA BEACH - NORMANDY - DAWN

	The ROAR OF NAVAL GUNS continues but now WE SEE THEM FIRING.  
	Huge fifteen inch guns.

	SWARM OF LANDING CRAFT

	Heads directly into a nightmare.  MASSIVE EXPLOSIONS from 
	German artillery shells and mined obstacles tear apart the 
	beach.  Hundreds of German machine guns, loaded with tracers, 
	pour out a red snowstorm of bullets.

					  OFFSHORE
			SUPERIMPOSITION:

					  OMAHA BEACH, NORMANDY
			June 6, 1944

					  0600 HOURS
			HUNDREDS OF LANDING CRAFT Each holding 
			thirty men, near the beaches.

					  THE CLIFFS
			At the far end of the beach, a ninety-
			foo"
